
{'eval/walltime': 288.64107728004456, 'eval/episode_distance_from_origin': Array(3393.0894, dtype=float32), 'eval/episode_distance_reward': Array(-0.09767264, dtype=float32), 'eval/episode_forward_reward': Array(-9.767248, dtype=float32), 'eval/episode_reward': Array(-221.17604, dtype=float32), 'eval/episode_reward_alive': Array(1.6953125, dtype=float32), 'eval/episode_reward_linvel': Array(-9.767248, dtype=float32), 'eval/episode_reward_quadctrl': Array(-213.00642, dtype=float32), 'eval/episode_x_position': Array(3356.3076, dtype=float32), 'eval/episode_x_velocity': Array(-1.953451, dtype=float32), 'eval/episode_y_position': Array(374.1032, dtype=float32), 'eval/episode_y_velocity': Array(2.602766, dtype=float32), 'eval/episode_distance_from_origin_std': Array(97.1213, dtype=float32), 'eval/episode_distance_reward_std': Array(0.79309046, dtype=float32), 'eval/episode_forward_reward_std': Array(79.30902, dtype=float32), 'eval/episode_reward_std': Array(80.365204, dtype=float32), 'eval/episode_reward_alive_std': Array(2.6599123, dtype=float32), 'eval/episode_reward_linvel_std': Array(79.30902, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(2.2752588, dtype=float32), 'eval/episode_x_position_std': Array(100.88203, dtype=float32), 'eval/episode_x_velocity_std': Array(15.861798, dtype=float32), 'eval/episode_y_position_std': Array(91.563156, dtype=float32), 'eval/episode_y_velocity_std': Array(12.185605, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 288.64107728004456, 'eval/sps': 443.45732494551424, 'num_steps': 0}
{'eval/walltime': 543.8104932308197, 'training/sps': 169.37622070947282, 'training/walltime': 483.65703082084656, 'training/entropy_loss': Array(-0.00507604, dtype=float32), 'training/policy_loss': Array(-0.0129559, dtype=float32), 'training/total_loss': Array(0.01469615, dtype=float32), 'training/v_loss': Array(0.0327281, dtype=float32), 'eval/episode_distance_from_origin': Array(3534.2212, dtype=float32), 'eval/episode_distance_reward': Array(0.7424561, dtype=float32), 'eval/episode_forward_reward': Array(74.245605, dtype=float32), 'eval/episode_reward': Array(-136.55984, dtype=float32), 'eval/episode_reward_alive': Array(7.6835938, dtype=float32), 'eval/episode_reward_linvel': Array(74.245605, dtype=float32), 'eval/episode_reward_quadctrl': Array(-219.23148, dtype=float32), 'eval/episode_x_position': Array(3499.2827, dtype=float32), 'eval/episode_x_velocity': Array(14.8491125, dtype=float32), 'eval/episode_y_position': Array(339.28012, dtype=float32), 'eval/episode_y_velocity': Array(-3.7419813, dtype=float32), 'eval/episode_distance_from_origin_std': Array(106.815636, dtype=float32), 'eval/episode_distance_reward_std': Array(0.6953514, dtype=float32), 'eval/episode_forward_reward_std': Array(69.53512, dtype=float32), 'eval/episode_reward_std': Array(74.92773, dtype=float32), 'eval/episode_reward_alive_std': Array(18.710047, dtype=float32), 'eval/episode_reward_linvel_std': Array(69.53512, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(4.810867, dtype=float32), 'eval/episode_x_position_std': Array(105.47731, dtype=float32), 'eval/episode_x_velocity_std': Array(13.907015, dtype=float32), 'eval/episode_y_position_std': Array(144.70827, dtype=float32), 'eval/episode_y_velocity_std': Array(19.19835, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 255.16941595077515, 'eval/sps': 501.62751489266464, 'num_steps': 81920}
{'eval/walltime': 6272.140587568283, 'training/sps': 585.3248104281445, 'training/walltime': 10689.415672779083, 'training/entropy_loss': Array(-0.00019571, dtype=float32), 'training/policy_loss': Array(-0.00350955, dtype=float32), 'training/total_loss': Array(0.00681432, dtype=float32), 'training/v_loss': Array(0.01051958, dtype=float32), 'eval/episode_distance_from_origin': Array(4696.2227, dtype=float32), 'eval/episode_distance_reward': Array(7.63183, dtype=float32), 'eval/episode_forward_reward': Array(763.18384, dtype=float32), 'eval/episode_reward': Array(551.68225, dtype=float32), 'eval/episode_reward_alive': Array(24.503906, dtype=float32), 'eval/episode_reward_linvel': Array(763.18384, dtype=float32), 'eval/episode_reward_quadctrl': Array(-243.63754, dtype=float32), 'eval/episode_x_position': Array(4639.7188, dtype=float32), 'eval/episode_x_velocity': Array(152.63657, dtype=float32), 'eval/episode_y_position': Array(-518.3097, dtype=float32), 'eval/episode_y_velocity': Array(-110.12904, dtype=float32), 'eval/episode_distance_from_origin_std': Array(275.534, dtype=float32), 'eval/episode_distance_reward_std': Array(1.8263313, dtype=float32), 'eval/episode_forward_reward_std': Array(182.63466, dtype=float32), 'eval/episode_reward_std': Array(182.21468, dtype=float32), 'eval/episode_reward_alive_std': Array(7.053782, dtype=float32), 'eval/episode_reward_linvel_std': Array(182.63466, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(14.489881, dtype=float32), 'eval/episode_x_position_std': Array(256.93152, dtype=float32), 'eval/episode_x_velocity_std': Array(36.52685, dtype=float32), 'eval/episode_y_position_std': Array(210.25366, dtype=float32), 'eval/episode_y_velocity_std': Array(29.26269, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.8478696346283, 'eval/sps': 1068.0206531015072, 'num_steps': 2048000}
{'eval/walltime': 6392.101379394531, 'training/sps': 585.3843819773939, 'training/walltime': 10829.357909917831, 'training/entropy_loss': Array(0.00049205, dtype=float32), 'training/policy_loss': Array(-0.00217861, dtype=float32), 'training/total_loss': Array(0.01392272, dtype=float32), 'training/v_loss': Array(0.01560928, dtype=float32), 'eval/episode_distance_from_origin': Array(4735.2627, dtype=float32), 'eval/episode_distance_reward': Array(7.8310966, dtype=float32), 'eval/episode_forward_reward': Array(783.11035, dtype=float32), 'eval/episode_reward': Array(563.60583, dtype=float32), 'eval/episode_reward_alive': Array(24.355469, dtype=float32), 'eval/episode_reward_linvel': Array(783.11035, dtype=float32), 'eval/episode_reward_quadctrl': Array(-251.69138, dtype=float32), 'eval/episode_x_position': Array(4675.3433, dtype=float32), 'eval/episode_x_velocity': Array(156.62183, dtype=float32), 'eval/episode_y_position': Array(-551.214, dtype=float32), 'eval/episode_y_velocity': Array(-114.138245, dtype=float32), 'eval/episode_distance_from_origin_std': Array(255.11214, dtype=float32), 'eval/episode_distance_reward_std': Array(1.686227, dtype=float32), 'eval/episode_forward_reward_std': Array(168.62392, dtype=float32), 'eval/episode_reward_std': Array(169.72795, dtype=float32), 'eval/episode_reward_alive_std': Array(6.2930245, dtype=float32), 'eval/episode_reward_linvel_std': Array(168.62392, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(13.060321, dtype=float32), 'eval/episode_x_position_std': Array(241.20319, dtype=float32), 'eval/episode_x_velocity_std': Array(33.724743, dtype=float32), 'eval/episode_y_position_std': Array(184.45018, dtype=float32), 'eval/episode_y_velocity_std': Array(24.534452, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.96079182624817, 'eval/sps': 1067.0152976765596, 'num_steps': 2129920}
{'eval/walltime': 6512.114785194397, 'training/sps': 584.9923129364681, 'training/walltime': 10969.393938064575, 'training/entropy_loss': Array(0.0007283, dtype=float32), 'training/policy_loss': Array(-0.00195704, dtype=float32), 'training/total_loss': Array(0.0125129, dtype=float32), 'training/v_loss': Array(0.01374164, dtype=float32), 'eval/episode_distance_from_origin': Array(4782.6084, dtype=float32), 'eval/episode_distance_reward': Array(8.142231, dtype=float32), 'eval/episode_forward_reward': Array(814.22406, dtype=float32), 'eval/episode_reward': Array(591.72327, dtype=float32), 'eval/episode_reward_alive': Array(24.390625, dtype=float32), 'eval/episode_reward_linvel': Array(814.22406, dtype=float32), 'eval/episode_reward_quadctrl': Array(-255.0339, dtype=float32), 'eval/episode_x_position': Array(4712.868, dtype=float32), 'eval/episode_x_velocity': Array(162.8446, dtype=float32), 'eval/episode_y_position': Array(-614.4127, dtype=float32), 'eval/episode_y_velocity': Array(-123.57723, dtype=float32), 'eval/episode_distance_from_origin_std': Array(288.86102, dtype=float32), 'eval/episode_distance_reward_std': Array(1.9722648, dtype=float32), 'eval/episode_forward_reward_std': Array(197.22823, dtype=float32), 'eval/episode_reward_std': Array(199.96483, dtype=float32), 'eval/episode_reward_alive_std': Array(6.495773, dtype=float32), 'eval/episode_reward_linvel_std': Array(197.22823, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(14.5142565, dtype=float32), 'eval/episode_x_position_std': Array(268.8648, dtype=float32), 'eval/episode_x_velocity_std': Array(39.445576, dtype=float32), 'eval/episode_y_position_std': Array(212.1267, dtype=float32), 'eval/episode_y_velocity_std': Array(31.094955, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 120.01340579986572, 'eval/sps': 1066.5475173119637, 'num_steps': 2211840}
{'eval/walltime': 6631.895414113998, 'training/sps': 584.5342284627952, 'training/walltime': 11109.539708852768, 'training/entropy_loss': Array(0.00116542, dtype=float32), 'training/policy_loss': Array(-0.00391459, dtype=float32), 'training/total_loss': Array(0.011161, dtype=float32), 'training/v_loss': Array(0.01391017, dtype=float32), 'eval/episode_distance_from_origin': Array(4828.432, dtype=float32), 'eval/episode_distance_reward': Array(8.347158, dtype=float32), 'eval/episode_forward_reward': Array(834.71686, dtype=float32), 'eval/episode_reward': Array(612.0802, dtype=float32), 'eval/episode_reward_alive': Array(24.355469, dtype=float32), 'eval/episode_reward_linvel': Array(834.71686, dtype=float32), 'eval/episode_reward_quadctrl': Array(-255.33942, dtype=float32), 'eval/episode_x_position': Array(4750.629, dtype=float32), 'eval/episode_x_velocity': Array(166.94315, dtype=float32), 'eval/episode_y_position': Array(-675.7598, dtype=float32), 'eval/episode_y_velocity': Array(-130.74533, dtype=float32), 'eval/episode_distance_from_origin_std': Array(262.29883, dtype=float32), 'eval/episode_distance_reward_std': Array(1.7549694, dtype=float32), 'eval/episode_forward_reward_std': Array(175.4984, dtype=float32), 'eval/episode_reward_std': Array(178.98357, dtype=float32), 'eval/episode_reward_alive_std': Array(6.531819, dtype=float32), 'eval/episode_reward_linvel_std': Array(175.4984, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(13.018911, dtype=float32), 'eval/episode_x_position_std': Array(242.96407, dtype=float32), 'eval/episode_x_velocity_std': Array(35.09962, dtype=float32), 'eval/episode_y_position_std': Array(193.74219, dtype=float32), 'eval/episode_y_velocity_std': Array(26.967924, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.78062891960144, 'eval/sps': 1068.6202030706945, 'num_steps': 2293760}
{'eval/walltime': 6751.6488428115845, 'training/sps': 583.6773413747197, 'training/walltime': 11249.891225337982, 'training/entropy_loss': Array(0.00121088, dtype=float32), 'training/policy_loss': Array(-0.00250701, dtype=float32), 'training/total_loss': Array(0.0108499, dtype=float32), 'training/v_loss': Array(0.01214603, dtype=float32), 'eval/episode_distance_from_origin': Array(4801.851, dtype=float32), 'eval/episode_distance_reward': Array(8.197205, dtype=float32), 'eval/episode_forward_reward': Array(819.7214, dtype=float32), 'eval/episode_reward': Array(596.6332, dtype=float32), 'eval/episode_reward_alive': Array(22.558594, dtype=float32), 'eval/episode_reward_linvel': Array(819.7214, dtype=float32), 'eval/episode_reward_quadctrl': Array(-253.84415, dtype=float32), 'eval/episode_x_position': Array(4730.573, dtype=float32), 'eval/episode_x_velocity': Array(163.94408, dtype=float32), 'eval/episode_y_position': Array(-628.42773, dtype=float32), 'eval/episode_y_velocity': Array(-124.42067, dtype=float32), 'eval/episode_distance_from_origin_std': Array(280.01166, dtype=float32), 'eval/episode_distance_reward_std': Array(1.837321, dtype=float32), 'eval/episode_forward_reward_std': Array(183.73332, dtype=float32), 'eval/episode_reward_std': Array(183.55426, dtype=float32), 'eval/episode_reward_alive_std': Array(4.5832663, dtype=float32), 'eval/episode_reward_linvel_std': Array(183.73332, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(11.971238, dtype=float32), 'eval/episode_x_position_std': Array(254.85039, dtype=float32), 'eval/episode_x_velocity_std': Array(36.74664, dtype=float32), 'eval/episode_y_position_std': Array(224.2812, dtype=float32), 'eval/episode_y_velocity_std': Array(31.563143, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.75342869758606, 'eval/sps': 1068.862924361348, 'num_steps': 2375680}
{'eval/walltime': 6871.337050437927, 'training/sps': 582.96149562089, 'training/walltime': 11390.41508603096, 'training/entropy_loss': Array(0.00137311, dtype=float32), 'training/policy_loss': Array(-0.00411236, dtype=float32), 'training/total_loss': Array(0.00712911, dtype=float32), 'training/v_loss': Array(0.00986836, dtype=float32), 'eval/episode_distance_from_origin': Array(4857.195, dtype=float32), 'eval/episode_distance_reward': Array(8.504972, dtype=float32), 'eval/episode_forward_reward': Array(850.4984, dtype=float32), 'eval/episode_reward': Array(632.5142, dtype=float32), 'eval/episode_reward_alive': Array(23.5625, dtype=float32), 'eval/episode_reward_linvel': Array(850.4984, dtype=float32), 'eval/episode_reward_quadctrl': Array(-250.05186, dtype=float32), 'eval/episode_x_position': Array(4779.7246, dtype=float32), 'eval/episode_x_velocity': Array(170.09947, dtype=float32), 'eval/episode_y_position': Array(-669.6883, dtype=float32), 'eval/episode_y_velocity': Array(-129.87007, dtype=float32), 'eval/episode_distance_from_origin_std': Array(299.05225, dtype=float32), 'eval/episode_distance_reward_std': Array(1.9467275, dtype=float32), 'eval/episode_forward_reward_std': Array(194.67459, dtype=float32), 'eval/episode_reward_std': Array(193.34294, dtype=float32), 'eval/episode_reward_alive_std': Array(4.8287063, dtype=float32), 'eval/episode_reward_linvel_std': Array(194.67459, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(12.599832, dtype=float32), 'eval/episode_x_position_std': Array(277.51776, dtype=float32), 'eval/episode_x_velocity_std': Array(38.934853, dtype=float32), 'eval/episode_y_position_std': Array(222.10536, dtype=float32), 'eval/episode_y_velocity_std': Array(31.271345, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.68820762634277, 'eval/sps': 1069.445374264489, 'num_steps': 2457600}
{'eval/walltime': 6991.1083726882935, 'training/sps': 585.553597467518, 'training/walltime': 11530.316882133484, 'training/entropy_loss': Array(0.00137428, dtype=float32), 'training/policy_loss': Array(-0.00271763, dtype=float32), 'training/total_loss': Array(0.01071834, dtype=float32), 'training/v_loss': Array(0.01206169, dtype=float32), 'eval/episode_distance_from_origin': Array(4940.0596, dtype=float32), 'eval/episode_distance_reward': Array(8.984255, dtype=float32), 'eval/episode_forward_reward': Array(898.42694, dtype=float32), 'eval/episode_reward': Array(681.0797, dtype=float32), 'eval/episode_reward_alive': Array(25.492188, dtype=float32), 'eval/episode_reward_linvel': Array(898.42694, dtype=float32), 'eval/episode_reward_quadctrl': Array(-251.82382, dtype=float32), 'eval/episode_x_position': Array(4850.4834, dtype=float32), 'eval/episode_x_velocity': Array(179.68517, dtype=float32), 'eval/episode_y_position': Array(-748.81885, dtype=float32), 'eval/episode_y_velocity': Array(-139.85349, dtype=float32), 'eval/episode_distance_from_origin_std': Array(305.40695, dtype=float32), 'eval/episode_distance_reward_std': Array(2.025624, dtype=float32), 'eval/episode_forward_reward_std': Array(202.56418, dtype=float32), 'eval/episode_reward_std': Array(201.0758, dtype=float32), 'eval/episode_reward_alive_std': Array(5.4104877, dtype=float32), 'eval/episode_reward_linvel_std': Array(202.56418, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(11.739842, dtype=float32), 'eval/episode_x_position_std': Array(281.5691, dtype=float32), 'eval/episode_x_velocity_std': Array(40.51277, dtype=float32), 'eval/episode_y_position_std': Array(225.59369, dtype=float32), 'eval/episode_y_velocity_std': Array(32.150276, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.77132225036621, 'eval/sps': 1068.7032387638906, 'num_steps': 2539520}
{'eval/walltime': 7110.79536652565, 'training/sps': 584.076783400202, 'training/walltime': 11670.572414159775, 'training/entropy_loss': Array(0.00142942, dtype=float32), 'training/policy_loss': Array(-0.00356856, dtype=float32), 'training/total_loss': Array(0.00730071, dtype=float32), 'training/v_loss': Array(0.00943985, dtype=float32), 'eval/episode_distance_from_origin': Array(4837.182, dtype=float32), 'eval/episode_distance_reward': Array(8.430645, dtype=float32), 'eval/episode_forward_reward': Array(843.0656, dtype=float32), 'eval/episode_reward': Array(624.8195, dtype=float32), 'eval/episode_reward_alive': Array(24.589844, dtype=float32), 'eval/episode_reward_linvel': Array(843.0656, dtype=float32), 'eval/episode_reward_quadctrl': Array(-251.2667, dtype=float32), 'eval/episode_x_position': Array(4763.967, dtype=float32), 'eval/episode_x_velocity': Array(168.61288, dtype=float32), 'eval/episode_y_position': Array(-645.2336, dtype=float32), 'eval/episode_y_velocity': Array(-126.032585, dtype=float32), 'eval/episode_distance_from_origin_std': Array(306.4573, dtype=float32), 'eval/episode_distance_reward_std': Array(2.0194745, dtype=float32), 'eval/episode_forward_reward_std': Array(201.94888, dtype=float32), 'eval/episode_reward_std': Array(203.43813, dtype=float32), 'eval/episode_reward_alive_std': Array(5.0584216, dtype=float32), 'eval/episode_reward_linvel_std': Array(201.94888, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(12.249373, dtype=float32), 'eval/episode_x_position_std': Array(282.46695, dtype=float32), 'eval/episode_x_velocity_std': Array(40.389767, dtype=float32), 'eval/episode_y_position_std': Array(221.64441, dtype=float32), 'eval/episode_y_velocity_std': Array(31.284254, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.68699383735657, 'eval/sps': 1069.456219895873, 'num_steps': 2621440}
{'eval/walltime': 7230.715141534805, 'training/sps': 584.9923099485292, 'training/walltime': 11810.608443021774, 'training/entropy_loss': Array(0.00171256, dtype=float32), 'training/policy_loss': Array(-0.00160797, dtype=float32), 'training/total_loss': Array(0.01179651, dtype=float32), 'training/v_loss': Array(0.01169192, dtype=float32), 'eval/episode_distance_from_origin': Array(4950.2427, dtype=float32), 'eval/episode_distance_reward': Array(9.195974, dtype=float32), 'eval/episode_forward_reward': Array(919.59894, dtype=float32), 'eval/episode_reward': Array(694.14685, dtype=float32), 'eval/episode_reward_alive': Array(25.398438, dtype=float32), 'eval/episode_reward_linvel': Array(919.59894, dtype=float32), 'eval/episode_reward_quadctrl': Array(-260.04654, dtype=float32), 'eval/episode_x_position': Array(4863.3945, dtype=float32), 'eval/episode_x_velocity': Array(183.91956, dtype=float32), 'eval/episode_y_position': Array(-736.298, dtype=float32), 'eval/episode_y_velocity': Array(-140.59903, dtype=float32), 'eval/episode_distance_from_origin_std': Array(313.23914, dtype=float32), 'eval/episode_distance_reward_std': Array(2.2057912, dtype=float32), 'eval/episode_forward_reward_std': Array(220.58072, dtype=float32), 'eval/episode_reward_std': Array(225.17569, dtype=float32), 'eval/episode_reward_alive_std': Array(5.7477436, dtype=float32), 'eval/episode_reward_linvel_std': Array(220.58072, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(15.23876, dtype=float32), 'eval/episode_x_position_std': Array(291.471, dtype=float32), 'eval/episode_x_velocity_std': Array(44.116096, dtype=float32), 'eval/episode_y_position_std': Array(195.22621, dtype=float32), 'eval/episode_y_velocity_std': Array(30.469788, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.91977500915527, 'eval/sps': 1067.380254759716, 'num_steps': 2703360}
{'eval/walltime': 7350.6753969192505, 'training/sps': 583.879373341423, 'training/walltime': 11950.911395549774, 'training/entropy_loss': Array(0.00193753, dtype=float32), 'training/policy_loss': Array(-0.00238654, dtype=float32), 'training/total_loss': Array(0.01057981, dtype=float32), 'training/v_loss': Array(0.01102882, dtype=float32), 'eval/episode_distance_from_origin': Array(4986.504, dtype=float32), 'eval/episode_distance_reward': Array(9.776384, dtype=float32), 'eval/episode_forward_reward': Array(977.6407, dtype=float32), 'eval/episode_reward': Array(738.9667, dtype=float32), 'eval/episode_reward_alive': Array(25.855469, dtype=float32), 'eval/episode_reward_linvel': Array(977.6407, dtype=float32), 'eval/episode_reward_quadctrl': Array(-274.30612, dtype=float32), 'eval/episode_x_position': Array(4881.6157, dtype=float32), 'eval/episode_x_velocity': Array(195.52792, dtype=float32), 'eval/episode_y_position': Array(-818.9197, dtype=float32), 'eval/episode_y_velocity': Array(-158.72656, dtype=float32), 'eval/episode_distance_from_origin_std': Array(317.64325, dtype=float32), 'eval/episode_distance_reward_std': Array(2.6110237, dtype=float32), 'eval/episode_forward_reward_std': Array(261.1048, dtype=float32), 'eval/episode_reward_std': Array(261.8856, dtype=float32), 'eval/episode_reward_alive_std': Array(6.5765185, dtype=float32), 'eval/episode_reward_linvel_std': Array(261.1048, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(21.75987, dtype=float32), 'eval/episode_x_position_std': Array(290.0431, dtype=float32), 'eval/episode_x_velocity_std': Array(52.220856, dtype=float32), 'eval/episode_y_position_std': Array(238.94907, dtype=float32), 'eval/episode_y_velocity_std': Array(40.66296, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.96025538444519, 'eval/sps': 1067.0200691869925, 'num_steps': 2785280}
{'eval/walltime': 7470.609628915787, 'training/sps': 584.7099844472426, 'training/walltime': 12091.015040397644, 'training/entropy_loss': Array(0.00283297, dtype=float32), 'training/policy_loss': Array(0.00232485, dtype=float32), 'training/total_loss': Array(0.01974497, dtype=float32), 'training/v_loss': Array(0.01458715, dtype=float32), 'eval/episode_distance_from_origin': Array(5062.0713, dtype=float32), 'eval/episode_distance_reward': Array(10.679571, dtype=float32), 'eval/episode_forward_reward': Array(1067.96, dtype=float32), 'eval/episode_reward': Array(822.56793, dtype=float32), 'eval/episode_reward_alive': Array(27.042969, dtype=float32), 'eval/episode_reward_linvel': Array(1067.96, dtype=float32), 'eval/episode_reward_quadctrl': Array(-283.11502, dtype=float32), 'eval/episode_x_position': Array(4962.95, dtype=float32), 'eval/episode_x_velocity': Array(213.59174, dtype=float32), 'eval/episode_y_position': Array(-799.6044, dtype=float32), 'eval/episode_y_velocity': Array(-161.87494, dtype=float32), 'eval/episode_distance_from_origin_std': Array(359.49942, dtype=float32), 'eval/episode_distance_reward_std': Array(3.329101, dtype=float32), 'eval/episode_forward_reward_std': Array(332.9132, dtype=float32), 'eval/episode_reward_std': Array(338.41977, dtype=float32), 'eval/episode_reward_alive_std': Array(6.6705475, dtype=float32), 'eval/episode_reward_linvel_std': Array(332.9132, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(24.495155, dtype=float32), 'eval/episode_x_position_std': Array(336.1015, dtype=float32), 'eval/episode_x_velocity_std': Array(66.58256, dtype=float32), 'eval/episode_y_position_std': Array(209.51923, dtype=float32), 'eval/episode_y_velocity_std': Array(42.817818, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.93423199653625, 'eval/sps': 1067.251591719841, 'num_steps': 2867200}
{'eval/walltime': 7590.4533150196075, 'training/sps': 583.0128628904959, 'training/walltime': 12231.52652001381, 'training/entropy_loss': Array(0.00290857, dtype=float32), 'training/policy_loss': Array(0.07904974, dtype=float32), 'training/total_loss': Array(0.0983411, dtype=float32), 'training/v_loss': Array(0.01638279, dtype=float32), 'eval/episode_distance_from_origin': Array(4870.4736, dtype=float32), 'eval/episode_distance_reward': Array(8.848025, dtype=float32), 'eval/episode_forward_reward': Array(884.8038, dtype=float32), 'eval/episode_reward': Array(612.43964, dtype=float32), 'eval/episode_reward_alive': Array(25.847656, dtype=float32), 'eval/episode_reward_linvel': Array(884.8038, dtype=float32), 'eval/episode_reward_quadctrl': Array(-307.05994, dtype=float32), 'eval/episode_x_position': Array(4790.0083, dtype=float32), 'eval/episode_x_velocity': Array(176.96051, dtype=float32), 'eval/episode_y_position': Array(-694.2011, dtype=float32), 'eval/episode_y_velocity': Array(-137.00333, dtype=float32), 'eval/episode_distance_from_origin_std': Array(300.8644, dtype=float32), 'eval/episode_distance_reward_std': Array(2.3966768, dtype=float32), 'eval/episode_forward_reward_std': Array(239.66963, dtype=float32), 'eval/episode_reward_std': Array(246.74707, dtype=float32), 'eval/episode_reward_alive_std': Array(6.440399, dtype=float32), 'eval/episode_reward_linvel_std': Array(239.66963, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(28.347075, dtype=float32), 'eval/episode_x_position_std': Array(283.07437, dtype=float32), 'eval/episode_x_velocity_std': Array(47.93386, dtype=float32), 'eval/episode_y_position_std': Array(203.81085, dtype=float32), 'eval/episode_y_velocity_std': Array(36.7864, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.8436861038208, 'eval/sps': 1068.057935810764, 'num_steps': 2949120}
{'eval/walltime': 7710.459333181381, 'training/sps': 584.4280506100856, 'training/walltime': 12371.69775223732, 'training/entropy_loss': Array(0.00463677, dtype=float32), 'training/policy_loss': Array(0.01599882, dtype=float32), 'training/total_loss': Array(0.03673293, dtype=float32), 'training/v_loss': Array(0.01609734, dtype=float32), 'eval/episode_distance_from_origin': Array(4854.859, dtype=float32), 'eval/episode_distance_reward': Array(8.686037, dtype=float32), 'eval/episode_forward_reward': Array(868.60486, dtype=float32), 'eval/episode_reward': Array(595.64716, dtype=float32), 'eval/episode_reward_alive': Array(25.015625, dtype=float32), 'eval/episode_reward_linvel': Array(868.60486, dtype=float32), 'eval/episode_reward_quadctrl': Array(-306.6596, dtype=float32), 'eval/episode_x_position': Array(4780.8906, dtype=float32), 'eval/episode_x_velocity': Array(173.72075, dtype=float32), 'eval/episode_y_position': Array(-654.6887, dtype=float32), 'eval/episode_y_velocity': Array(-131.17804, dtype=float32), 'eval/episode_distance_from_origin_std': Array(261.15796, dtype=float32), 'eval/episode_distance_reward_std': Array(2.0651276, dtype=float32), 'eval/episode_forward_reward_std': Array(206.5143, dtype=float32), 'eval/episode_reward_std': Array(216.14093, dtype=float32), 'eval/episode_reward_alive_std': Array(5.74828, dtype=float32), 'eval/episode_reward_linvel_std': Array(206.5143, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(24.043554, dtype=float32), 'eval/episode_x_position_std': Array(247.58107, dtype=float32), 'eval/episode_x_velocity_std': Array(41.3028, dtype=float32), 'eval/episode_y_position_std': Array(187.10512, dtype=float32), 'eval/episode_y_velocity_std': Array(36.014435, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 120.00601816177368, 'eval/sps': 1066.6131745780453, 'num_steps': 3031040}
