
{'eval/walltime': 189.9718143939972, 'eval/episode_distance_from_origin': Array(3040.2224, dtype=float32), 'eval/episode_distance_reward': Array(0.04533512, dtype=float32), 'eval/episode_forward_reward': Array(7.555855, dtype=float32), 'eval/episode_reward': Array(-203.19293, dtype=float32), 'eval/episode_reward_alive': Array(1.8320312, dtype=float32), 'eval/episode_reward_linvel': Array(7.555855, dtype=float32), 'eval/episode_reward_quadctrl': Array(-212.62614, dtype=float32), 'eval/episode_x_position': Array(3019.607, dtype=float32), 'eval/episode_x_velocity': Array(1.5111728, dtype=float32), 'eval/episode_y_position': Array(-0.82050574, dtype=float32), 'eval/episode_y_velocity': Array(-1.7427936, dtype=float32), 'eval/episode_distance_from_origin_std': Array(52.39384, dtype=float32), 'eval/episode_distance_reward_std': Array(0.37555018, dtype=float32), 'eval/episode_forward_reward_std': Array(62.59169, dtype=float32), 'eval/episode_reward_std': Array(62.78486, dtype=float32), 'eval/episode_reward_alive_std': Array(2.5975327, dtype=float32), 'eval/episode_reward_linvel_std': Array(62.59169, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(2.1954284, dtype=float32), 'eval/episode_x_position_std': Array(52.66544, dtype=float32), 'eval/episode_x_velocity_std': Array(12.518339, dtype=float32), 'eval/episode_y_position_std': Array(56.790268, dtype=float32), 'eval/episode_y_velocity_std': Array(12.377631, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 189.9718143939972, 'eval/sps': 673.7841632366101, 'num_steps': 0}
{'eval/walltime': 326.333945274353, 'training/sps': 406.38887451883784, 'training/walltime': 201.58032155036926, 'training/entropy_loss': Array(-0.00506623, dtype=float32), 'training/policy_loss': Array(-0.00839677, dtype=float32), 'training/total_loss': Array(-0.00167435, dtype=float32), 'training/v_loss': Array(0.01178865, dtype=float32), 'eval/episode_distance_from_origin': Array(3168.5627, dtype=float32), 'eval/episode_distance_reward': Array(0.69345206, dtype=float32), 'eval/episode_forward_reward': Array(115.57534, dtype=float32), 'eval/episode_reward': Array(-96.67026, dtype=float32), 'eval/episode_reward_alive': Array(3.5703125, dtype=float32), 'eval/episode_reward_linvel': Array(115.57534, dtype=float32), 'eval/episode_reward_quadctrl': Array(-216.50937, dtype=float32), 'eval/episode_x_position': Array(3146.5103, dtype=float32), 'eval/episode_x_velocity': Array(23.115068, dtype=float32), 'eval/episode_y_position': Array(8.035863, dtype=float32), 'eval/episode_y_velocity': Array(-0.08790153, dtype=float32), 'eval/episode_distance_from_origin_std': Array(56.759323, dtype=float32), 'eval/episode_distance_reward_std': Array(0.36376348, dtype=float32), 'eval/episode_forward_reward_std': Array(60.62725, dtype=float32), 'eval/episode_reward_std': Array(61.53671, dtype=float32), 'eval/episode_reward_alive_std': Array(5.6863785, dtype=float32), 'eval/episode_reward_linvel_std': Array(60.62725, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(3.6015704, dtype=float32), 'eval/episode_x_position_std': Array(57.556393, dtype=float32), 'eval/episode_x_velocity_std': Array(12.125451, dtype=float32), 'eval/episode_y_position_std': Array(108.24672, dtype=float32), 'eval/episode_y_velocity_std': Array(19.480907, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.36213088035583, 'eval/sps': 938.677029858878, 'num_steps': 81920}
{'eval/walltime': 7279.674299001694, 'training/sps': 511.6984961340706, 'training/walltime': 8388.908188343048, 'training/entropy_loss': Array(0.01774187, dtype=float32), 'training/policy_loss': Array(0.0715174, dtype=float32), 'training/total_loss': Array(0.11082429, dtype=float32), 'training/v_loss': Array(0.02156501, dtype=float32), 'eval/episode_distance_from_origin': Array(4330.6377, dtype=float32), 'eval/episode_distance_reward': Array(8.968802, dtype=float32), 'eval/episode_forward_reward': Array(1494.794, dtype=float32), 'eval/episode_reward': Array(1366.44, dtype=float32), 'eval/episode_reward_alive': Array(241.10156, dtype=float32), 'eval/episode_reward_linvel': Array(1494.794, dtype=float32), 'eval/episode_reward_quadctrl': Array(-378.42426, dtype=float32), 'eval/episode_x_position': Array(4290.541, dtype=float32), 'eval/episode_x_velocity': Array(298.95874, dtype=float32), 'eval/episode_y_position': Array(-264.91708, dtype=float32), 'eval/episode_y_velocity': Array(-59.256844, dtype=float32), 'eval/episode_distance_from_origin_std': Array(137.85524, dtype=float32), 'eval/episode_distance_reward_std': Array(1.4676598, dtype=float32), 'eval/episode_forward_reward_std': Array(244.60652, dtype=float32), 'eval/episode_reward_std': Array(286.93814, dtype=float32), 'eval/episode_reward_alive_std': Array(73.31874, dtype=float32), 'eval/episode_reward_linvel_std': Array(244.60652, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(63.671276, dtype=float32), 'eval/episode_x_position_std': Array(131.61523, dtype=float32), 'eval/episode_x_velocity_std': Array(48.921303, dtype=float32), 'eval/episode_y_position_std': Array(185.41612, dtype=float32), 'eval/episode_y_velocity_std': Array(55.091682, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.248868227005, 'eval/sps': 939.457344972132, 'num_steps': 4259840}
{'eval/walltime': 7415.955622673035, 'training/sps': 511.8284228427041, 'training/walltime': 8548.961824178696, 'training/entropy_loss': Array(0.01319221, dtype=float32), 'training/policy_loss': Array(0.04722344, dtype=float32), 'training/total_loss': Array(0.08663102, dtype=float32), 'training/v_loss': Array(0.02621537, dtype=float32), 'eval/episode_distance_from_origin': Array(4332.844, dtype=float32), 'eval/episode_distance_reward': Array(9.051538, dtype=float32), 'eval/episode_forward_reward': Array(1508.5828, dtype=float32), 'eval/episode_reward': Array(1386.5671, dtype=float32), 'eval/episode_reward_alive': Array(248.96875, dtype=float32), 'eval/episode_reward_linvel': Array(1508.5828, dtype=float32), 'eval/episode_reward_quadctrl': Array(-380.03607, dtype=float32), 'eval/episode_x_position': Array(4293.6685, dtype=float32), 'eval/episode_x_velocity': Array(301.71655, dtype=float32), 'eval/episode_y_position': Array(-259.57153, dtype=float32), 'eval/episode_y_velocity': Array(-59.429302, dtype=float32), 'eval/episode_distance_from_origin_std': Array(128.86182, dtype=float32), 'eval/episode_distance_reward_std': Array(1.3281976, dtype=float32), 'eval/episode_forward_reward_std': Array(221.36285, dtype=float32), 'eval/episode_reward_std': Array(259.17987, dtype=float32), 'eval/episode_reward_alive_std': Array(69.642975, dtype=float32), 'eval/episode_reward_linvel_std': Array(221.36285, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(59.07434, dtype=float32), 'eval/episode_x_position_std': Array(122.97474, dtype=float32), 'eval/episode_x_velocity_std': Array(44.27262, dtype=float32), 'eval/episode_y_position_std': Array(175.2214, dtype=float32), 'eval/episode_y_velocity_std': Array(47.48352, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.28132367134094, 'eval/sps': 939.2336128807175, 'num_steps': 4341760}
{'eval/walltime': 7552.11770772934, 'training/sps': 510.3932319393213, 'training/walltime': 8709.46551990509, 'training/entropy_loss': Array(0.01561214, dtype=float32), 'training/policy_loss': Array(0.05407808, dtype=float32), 'training/total_loss': Array(0.09214522, dtype=float32), 'training/v_loss': Array(0.022455, dtype=float32), 'eval/episode_distance_from_origin': Array(4338.5513, dtype=float32), 'eval/episode_distance_reward': Array(8.902461, dtype=float32), 'eval/episode_forward_reward': Array(1483.7368, dtype=float32), 'eval/episode_reward': Array(1337.6251, dtype=float32), 'eval/episode_reward_alive': Array(243.78516, dtype=float32), 'eval/episode_reward_linvel': Array(1483.7368, dtype=float32), 'eval/episode_reward_quadctrl': Array(-398.79926, dtype=float32), 'eval/episode_x_position': Array(4298.3027, dtype=float32), 'eval/episode_x_velocity': Array(296.74738, dtype=float32), 'eval/episode_y_position': Array(-284.36383, dtype=float32), 'eval/episode_y_velocity': Array(-64.33485, dtype=float32), 'eval/episode_distance_from_origin_std': Array(144.91165, dtype=float32), 'eval/episode_distance_reward_std': Array(1.4346433, dtype=float32), 'eval/episode_forward_reward_std': Array(239.10405, dtype=float32), 'eval/episode_reward_std': Array(276.2866, dtype=float32), 'eval/episode_reward_alive_std': Array(82.18136, dtype=float32), 'eval/episode_reward_linvel_std': Array(239.10405, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(60.16982, dtype=float32), 'eval/episode_x_position_std': Array(138.30428, dtype=float32), 'eval/episode_x_velocity_std': Array(47.8208, dtype=float32), 'eval/episode_y_position_std': Array(167.9749, dtype=float32), 'eval/episode_y_velocity_std': Array(46.900856, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.16208505630493, 'eval/sps': 940.056109944778, 'num_steps': 4423680}
{'eval/walltime': 7688.471353530884, 'training/sps': 511.03499334003, 'training/walltime': 8869.767653942108, 'training/entropy_loss': Array(0.01528559, dtype=float32), 'training/policy_loss': Array(0.04460732, dtype=float32), 'training/total_loss': Array(0.08460017, dtype=float32), 'training/v_loss': Array(0.02470726, dtype=float32), 'eval/episode_distance_from_origin': Array(4337.7793, dtype=float32), 'eval/episode_distance_reward': Array(8.844598, dtype=float32), 'eval/episode_forward_reward': Array(1474.094, dtype=float32), 'eval/episode_reward': Array(1347.7915, dtype=float32), 'eval/episode_reward_alive': Array(257.2578, dtype=float32), 'eval/episode_reward_linvel': Array(1474.094, dtype=float32), 'eval/episode_reward_quadctrl': Array(-392.40482, dtype=float32), 'eval/episode_x_position': Array(4299.2686, dtype=float32), 'eval/episode_x_velocity': Array(294.81882, dtype=float32), 'eval/episode_y_position': Array(-244.2207, dtype=float32), 'eval/episode_y_velocity': Array(-55.116844, dtype=float32), 'eval/episode_distance_from_origin_std': Array(145.84071, dtype=float32), 'eval/episode_distance_reward_std': Array(1.4168518, dtype=float32), 'eval/episode_forward_reward_std': Array(236.13843, dtype=float32), 'eval/episode_reward_std': Array(264.09033, dtype=float32), 'eval/episode_reward_alive_std': Array(88.74428, dtype=float32), 'eval/episode_reward_linvel_std': Array(236.13843, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(59.11052, dtype=float32), 'eval/episode_x_position_std': Array(139.4568, dtype=float32), 'eval/episode_x_velocity_std': Array(47.227688, dtype=float32), 'eval/episode_y_position_std': Array(188.15034, dtype=float32), 'eval/episode_y_velocity_std': Array(50.259396, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.3536458015442, 'eval/sps': 938.7354422946454, 'num_steps': 4505600}
{'eval/walltime': 7824.66937994957, 'training/sps': 510.0341661515953, 'training/walltime': 9030.384344816208, 'training/entropy_loss': Array(0.01481134, dtype=float32), 'training/policy_loss': Array(0.03242376, dtype=float32), 'training/total_loss': Array(0.06910267, dtype=float32), 'training/v_loss': Array(0.02186757, dtype=float32), 'eval/episode_distance_from_origin': Array(4355.804, dtype=float32), 'eval/episode_distance_reward': Array(9.082116, dtype=float32), 'eval/episode_forward_reward': Array(1513.6788, dtype=float32), 'eval/episode_reward': Array(1367.1333, dtype=float32), 'eval/episode_reward_alive': Array(237.25, dtype=float32), 'eval/episode_reward_linvel': Array(1513.6788, dtype=float32), 'eval/episode_reward_quadctrl': Array(-392.87793, dtype=float32), 'eval/episode_x_position': Array(4314.2925, dtype=float32), 'eval/episode_x_velocity': Array(302.73578, dtype=float32), 'eval/episode_y_position': Array(-292.66913, dtype=float32), 'eval/episode_y_velocity': Array(-67.966934, dtype=float32), 'eval/episode_distance_from_origin_std': Array(140.81409, dtype=float32), 'eval/episode_distance_reward_std': Array(1.5963776, dtype=float32), 'eval/episode_forward_reward_std': Array(266.05954, dtype=float32), 'eval/episode_reward_std': Array(311.852, dtype=float32), 'eval/episode_reward_alive_std': Array(75.95864, dtype=float32), 'eval/episode_reward_linvel_std': Array(266.05954, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(59.40829, dtype=float32), 'eval/episode_x_position_std': Array(135.88725, dtype=float32), 'eval/episode_x_velocity_std': Array(53.211887, dtype=float32), 'eval/episode_y_position_std': Array(178.55412, dtype=float32), 'eval/episode_y_velocity_std': Array(48.659702, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.1980264186859, 'eval/sps': 939.8080380879794, 'num_steps': 4587520}
{'eval/walltime': 7961.16935801506, 'training/sps': 510.3213944105382, 'training/walltime': 9190.91063451767, 'training/entropy_loss': Array(0.01700194, dtype=float32), 'training/policy_loss': Array(0.063985, dtype=float32), 'training/total_loss': Array(0.0993325, dtype=float32), 'training/v_loss': Array(0.01834558, dtype=float32), 'eval/episode_distance_from_origin': Array(4343.324, dtype=float32), 'eval/episode_distance_reward': Array(8.865208, dtype=float32), 'eval/episode_forward_reward': Array(1477.5283, dtype=float32), 'eval/episode_reward': Array(1375.6074, dtype=float32), 'eval/episode_reward_alive': Array(276.35156, dtype=float32), 'eval/episode_reward_linvel': Array(1477.5283, dtype=float32), 'eval/episode_reward_quadctrl': Array(-387.1377, dtype=float32), 'eval/episode_x_position': Array(4302.7803, dtype=float32), 'eval/episode_x_velocity': Array(295.50568, dtype=float32), 'eval/episode_y_position': Array(-249.54086, dtype=float32), 'eval/episode_y_velocity': Array(-54.45112, dtype=float32), 'eval/episode_distance_from_origin_std': Array(141.54422, dtype=float32), 'eval/episode_distance_reward_std': Array(1.3795798, dtype=float32), 'eval/episode_forward_reward_std': Array(229.9267, dtype=float32), 'eval/episode_reward_std': Array(259.78406, dtype=float32), 'eval/episode_reward_alive_std': Array(87.243164, dtype=float32), 'eval/episode_reward_linvel_std': Array(229.9267, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(56.39675, dtype=float32), 'eval/episode_x_position_std': Array(134.42398, dtype=float32), 'eval/episode_x_velocity_std': Array(45.985302, dtype=float32), 'eval/episode_y_position_std': Array(214.32172, dtype=float32), 'eval/episode_y_velocity_std': Array(54.13345, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.49997806549072, 'eval/sps': 937.7290884148526, 'num_steps': 4669440}
{'eval/walltime': 8097.742914676666, 'training/sps': 507.4246361867983, 'training/walltime': 9352.353327989578, 'training/entropy_loss': Array(0.01429814, dtype=float32), 'training/policy_loss': Array(0.03588253, dtype=float32), 'training/total_loss': Array(0.07318588, dtype=float32), 'training/v_loss': Array(0.02300521, dtype=float32), 'eval/episode_distance_from_origin': Array(4345.357, dtype=float32), 'eval/episode_distance_reward': Array(8.897413, dtype=float32), 'eval/episode_forward_reward': Array(1482.8953, dtype=float32), 'eval/episode_reward': Array(1404.5116, dtype=float32), 'eval/episode_reward_alive': Array(305.80078, dtype=float32), 'eval/episode_reward_linvel': Array(1482.8953, dtype=float32), 'eval/episode_reward_quadctrl': Array(-393.08167, dtype=float32), 'eval/episode_x_position': Array(4308.0347, dtype=float32), 'eval/episode_x_velocity': Array(296.57904, dtype=float32), 'eval/episode_y_position': Array(-217.29756, dtype=float32), 'eval/episode_y_velocity': Array(-44.43064, dtype=float32), 'eval/episode_distance_from_origin_std': Array(160.12773, dtype=float32), 'eval/episode_distance_reward_std': Array(1.4208581, dtype=float32), 'eval/episode_forward_reward_std': Array(236.80634, dtype=float32), 'eval/episode_reward_std': Array(260.247, dtype=float32), 'eval/episode_reward_alive_std': Array(91.244865, dtype=float32), 'eval/episode_reward_linvel_std': Array(236.80634, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(56.647755, dtype=float32), 'eval/episode_x_position_std': Array(155.11821, dtype=float32), 'eval/episode_x_velocity_std': Array(47.361248, dtype=float32), 'eval/episode_y_position_std': Array(189.34203, dtype=float32), 'eval/episode_y_velocity_std': Array(47.764637, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.57355666160583, 'eval/sps': 937.2238896666585, 'num_steps': 4751360}
{'eval/walltime': 8234.079580068588, 'training/sps': 511.25050063053914, 'training/walltime': 9512.587889909744, 'training/entropy_loss': Array(0.01362337, dtype=float32), 'training/policy_loss': Array(0.09576908, dtype=float32), 'training/total_loss': Array(0.12767714, dtype=float32), 'training/v_loss': Array(0.01828469, dtype=float32), 'eval/episode_distance_from_origin': Array(4374.9126, dtype=float32), 'eval/episode_distance_reward': Array(9.262637, dtype=float32), 'eval/episode_forward_reward': Array(1543.7676, dtype=float32), 'eval/episode_reward': Array(1412.6094, dtype=float32), 'eval/episode_reward_alive': Array(188.22656, dtype=float32), 'eval/episode_reward_linvel': Array(1543.7676, dtype=float32), 'eval/episode_reward_quadctrl': Array(-328.6474, dtype=float32), 'eval/episode_x_position': Array(4338.2773, dtype=float32), 'eval/episode_x_velocity': Array(308.75354, dtype=float32), 'eval/episode_y_position': Array(-168.46521, dtype=float32), 'eval/episode_y_velocity': Array(-34.53411, dtype=float32), 'eval/episode_distance_from_origin_std': Array(179.32242, dtype=float32), 'eval/episode_distance_reward_std': Array(1.7549101, dtype=float32), 'eval/episode_forward_reward_std': Array(292.48218, dtype=float32), 'eval/episode_reward_std': Array(329.12222, dtype=float32), 'eval/episode_reward_alive_std': Array(53.060913, dtype=float32), 'eval/episode_reward_linvel_std': Array(292.48218, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(56.993507, dtype=float32), 'eval/episode_x_position_std': Array(173.40067, dtype=float32), 'eval/episode_x_velocity_std': Array(58.49639, dtype=float32), 'eval/episode_y_position_std': Array(233.49277, dtype=float32), 'eval/episode_y_velocity_std': Array(56.61281, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.336665391922, 'eval/sps': 938.8523595765167, 'num_steps': 4833280}
{'eval/walltime': 8370.181489229202, 'training/sps': 507.48755765365087, 'training/walltime': 9674.010566711426, 'training/entropy_loss': Array(0.00745172, dtype=float32), 'training/policy_loss': Array(0.02232445, dtype=float32), 'training/total_loss': Array(0.05680148, dtype=float32), 'training/v_loss': Array(0.0270253, dtype=float32), 'eval/episode_distance_from_origin': Array(4369.953, dtype=float32), 'eval/episode_distance_reward': Array(9.19981, dtype=float32), 'eval/episode_forward_reward': Array(1533.2965, dtype=float32), 'eval/episode_reward': Array(1404.6807, dtype=float32), 'eval/episode_reward_alive': Array(185.32812, dtype=float32), 'eval/episode_reward_linvel': Array(1533.2965, dtype=float32), 'eval/episode_reward_quadctrl': Array(-323.1441, dtype=float32), 'eval/episode_x_position': Array(4333.3125, dtype=float32), 'eval/episode_x_velocity': Array(306.6593, dtype=float32), 'eval/episode_y_position': Array(-147.88524, dtype=float32), 'eval/episode_y_velocity': Array(-28.221233, dtype=float32), 'eval/episode_distance_from_origin_std': Array(168.29807, dtype=float32), 'eval/episode_distance_reward_std': Array(1.7655948, dtype=float32), 'eval/episode_forward_reward_std': Array(294.2627, dtype=float32), 'eval/episode_reward_std': Array(327.21954, dtype=float32), 'eval/episode_reward_alive_std': Array(53.494648, dtype=float32), 'eval/episode_reward_linvel_std': Array(294.2627, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(54.48056, dtype=float32), 'eval/episode_x_position_std': Array(162.39531, dtype=float32), 'eval/episode_x_velocity_std': Array(58.852554, dtype=float32), 'eval/episode_y_position_std': Array(244.98254, dtype=float32), 'eval/episode_y_velocity_std': Array(59.790947, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.101909160614, 'eval/sps': 940.4717449550767, 'num_steps': 4915200}
{'eval/walltime': 8506.691256284714, 'training/sps': 511.793662289874, 'training/walltime': 9834.075073242188, 'training/entropy_loss': Array(0.00932939, dtype=float32), 'training/policy_loss': Array(0.02176375, dtype=float32), 'training/total_loss': Array(0.05437509, dtype=float32), 'training/v_loss': Array(0.02328196, dtype=float32), 'eval/episode_distance_from_origin': Array(4345.124, dtype=float32), 'eval/episode_distance_reward': Array(9.00486, dtype=float32), 'eval/episode_forward_reward': Array(1500.8042, dtype=float32), 'eval/episode_reward': Array(1369.8191, dtype=float32), 'eval/episode_reward_alive': Array(193.30469, dtype=float32), 'eval/episode_reward_linvel': Array(1500.8042, dtype=float32), 'eval/episode_reward_quadctrl': Array(-333.29456, dtype=float32), 'eval/episode_x_position': Array(4308.1294, dtype=float32), 'eval/episode_x_velocity': Array(300.16083, dtype=float32), 'eval/episode_y_position': Array(-150.95818, dtype=float32), 'eval/episode_y_velocity': Array(-30.288895, dtype=float32), 'eval/episode_distance_from_origin_std': Array(176.85759, dtype=float32), 'eval/episode_distance_reward_std': Array(1.646118, dtype=float32), 'eval/episode_forward_reward_std': Array(274.34973, dtype=float32), 'eval/episode_reward_std': Array(302.4807, dtype=float32), 'eval/episode_reward_alive_std': Array(58.510292, dtype=float32), 'eval/episode_reward_linvel_std': Array(274.34973, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(55.547413, dtype=float32), 'eval/episode_x_position_std': Array(169.53839, dtype=float32), 'eval/episode_x_velocity_std': Array(54.869946, dtype=float32), 'eval/episode_y_position_std': Array(246.60898, dtype=float32), 'eval/episode_y_velocity_std': Array(57.868546, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.50976705551147, 'eval/sps': 937.6618447231618, 'num_steps': 4997120}
{'eval/walltime': 8642.910145044327, 'training/sps': 510.9047565096895, 'training/walltime': 9994.418070554733, 'training/entropy_loss': Array(0.00781459, dtype=float32), 'training/policy_loss': Array(0.01279849, dtype=float32), 'training/total_loss': Array(0.04951794, dtype=float32), 'training/v_loss': Array(0.02890485, dtype=float32), 'eval/episode_distance_from_origin': Array(4338.248, dtype=float32), 'eval/episode_distance_reward': Array(8.861023, dtype=float32), 'eval/episode_forward_reward': Array(1476.8322, dtype=float32), 'eval/episode_reward': Array(1329.1028, dtype=float32), 'eval/episode_reward_alive': Array(187.08984, dtype=float32), 'eval/episode_reward_linvel': Array(1476.8322, dtype=float32), 'eval/episode_reward_quadctrl': Array(-343.6801, dtype=float32), 'eval/episode_x_position': Array(4302.9775, dtype=float32), 'eval/episode_x_velocity': Array(295.3664, dtype=float32), 'eval/episode_y_position': Array(-108.737976, dtype=float32), 'eval/episode_y_velocity': Array(-23.554573, dtype=float32), 'eval/episode_distance_from_origin_std': Array(178.51715, dtype=float32), 'eval/episode_distance_reward_std': Array(1.674588, dtype=float32), 'eval/episode_forward_reward_std': Array(279.09482, dtype=float32), 'eval/episode_reward_std': Array(313.9346, dtype=float32), 'eval/episode_reward_alive_std': Array(48.079254, dtype=float32), 'eval/episode_reward_linvel_std': Array(279.09482, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(60.00406, dtype=float32), 'eval/episode_x_position_std': Array(172.16331, dtype=float32), 'eval/episode_x_velocity_std': Array(55.81895, dtype=float32), 'eval/episode_y_position_std': Array(243.02121, dtype=float32), 'eval/episode_y_velocity_std': Array(57.00461, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.21888875961304, 'eval/sps': 939.6641036022764, 'num_steps': 5079040}
{'eval/walltime': 8779.361516237259, 'training/sps': 512.5396864656602, 'training/walltime': 10154.249596118927, 'training/entropy_loss': Array(0.01139921, dtype=float32), 'training/policy_loss': Array(0.04891837, dtype=float32), 'training/total_loss': Array(0.08473922, dtype=float32), 'training/v_loss': Array(0.02442164, dtype=float32), 'eval/episode_distance_from_origin': Array(4324.028, dtype=float32), 'eval/episode_distance_reward': Array(8.807249, dtype=float32), 'eval/episode_forward_reward': Array(1467.8699, dtype=float32), 'eval/episode_reward': Array(1316.7119, dtype=float32), 'eval/episode_reward_alive': Array(202.40234, dtype=float32), 'eval/episode_reward_linvel': Array(1467.8699, dtype=float32), 'eval/episode_reward_quadctrl': Array(-362.3674, dtype=float32), 'eval/episode_x_position': Array(4290.2207, dtype=float32), 'eval/episode_x_velocity': Array(293.57394, dtype=float32), 'eval/episode_y_position': Array(-127.84743, dtype=float32), 'eval/episode_y_velocity': Array(-28.690586, dtype=float32), 'eval/episode_distance_from_origin_std': Array(175.27968, dtype=float32), 'eval/episode_distance_reward_std': Array(1.5781752, dtype=float32), 'eval/episode_forward_reward_std': Array(263.0255, dtype=float32), 'eval/episode_reward_std': Array(297.26407, dtype=float32), 'eval/episode_reward_alive_std': Array(60.336884, dtype=float32), 'eval/episode_reward_linvel_std': Array(263.0255, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(65.21279, dtype=float32), 'eval/episode_x_position_std': Array(171.92047, dtype=float32), 'eval/episode_x_velocity_std': Array(52.6051, dtype=float32), 'eval/episode_y_position_std': Array(201.74855, dtype=float32), 'eval/episode_y_velocity_std': Array(51.9772, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.45137119293213, 'eval/sps': 938.0631274054218, 'num_steps': 5160960}
{'eval/walltime': 8915.646109342575, 'training/sps': 508.30340298997106, 'training/walltime': 10315.413183689117, 'training/entropy_loss': Array(0.0113399, dtype=float32), 'training/policy_loss': Array(0.02813564, dtype=float32), 'training/total_loss': Array(0.06415883, dtype=float32), 'training/v_loss': Array(0.02468328, dtype=float32), 'eval/episode_distance_from_origin': Array(4278.743, dtype=float32), 'eval/episode_distance_reward': Array(8.345353, dtype=float32), 'eval/episode_forward_reward': Array(1390.8882, dtype=float32), 'eval/episode_reward': Array(1227.5752, dtype=float32), 'eval/episode_reward_alive': Array(190.9414, dtype=float32), 'eval/episode_reward_linvel': Array(1390.8882, dtype=float32), 'eval/episode_reward_quadctrl': Array(-362.59967, dtype=float32), 'eval/episode_x_position': Array(4245.0796, dtype=float32), 'eval/episode_x_velocity': Array(278.17764, dtype=float32), 'eval/episode_y_position': Array(-93.865974, dtype=float32), 'eval/episode_y_velocity': Array(-21.454954, dtype=float32), 'eval/episode_distance_from_origin_std': Array(188.21861, dtype=float32), 'eval/episode_distance_reward_std': Array(1.5896338, dtype=float32), 'eval/episode_forward_reward_std': Array(264.9359, dtype=float32), 'eval/episode_reward_std': Array(296.70535, dtype=float32), 'eval/episode_reward_alive_std': Array(66.203514, dtype=float32), 'eval/episode_reward_linvel_std': Array(264.9359, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(67.870415, dtype=float32), 'eval/episode_x_position_std': Array(183.28201, dtype=float32), 'eval/episode_x_velocity_std': Array(52.987198, dtype=float32), 'eval/episode_y_position_std': Array(214.81136, dtype=float32), 'eval/episode_y_velocity_std': Array(54.775253, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.28459310531616, 'eval/sps': 939.2110808966197, 'num_steps': 5242880}
