
{'eval/walltime': 170.31577563285828, 'eval/episode_distance_from_origin': Array(3040.6353, dtype=float32), 'eval/episode_distance_reward': Array(0.05001232, dtype=float32), 'eval/episode_forward_reward': Array(8.33539, dtype=float32), 'eval/episode_reward': Array(-202.40869, dtype=float32), 'eval/episode_reward_alive': Array(1.8320312, dtype=float32), 'eval/episode_reward_linvel': Array(8.33539, dtype=float32), 'eval/episode_reward_quadctrl': Array(-212.6261, dtype=float32), 'eval/episode_x_position': Array(3020.0205, dtype=float32), 'eval/episode_x_velocity': Array(1.6670766, dtype=float32), 'eval/episode_y_position': Array(-1.0245423, dtype=float32), 'eval/episode_y_velocity': Array(-1.7963622, dtype=float32), 'eval/episode_distance_from_origin_std': Array(52.553, dtype=float32), 'eval/episode_distance_reward_std': Array(0.37821695, dtype=float32), 'eval/episode_forward_reward_std': Array(63.036163, dtype=float32), 'eval/episode_reward_std': Array(63.247475, dtype=float32), 'eval/episode_reward_alive_std': Array(2.5975327, dtype=float32), 'eval/episode_reward_linvel_std': Array(63.036163, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(2.1968799, dtype=float32), 'eval/episode_x_position_std': Array(52.82417, dtype=float32), 'eval/episode_x_velocity_std': Array(12.607232, dtype=float32), 'eval/episode_y_position_std': Array(56.90352, dtype=float32), 'eval/episode_y_velocity_std': Array(12.41615, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 170.31577563285828, 'eval/sps': 751.5451785037435, 'num_steps': 0}
{'eval/walltime': 306.72169637680054, 'training/sps': 1488.8062159536705, 'training/walltime': 55.023950815200806, 'training/entropy_loss': Array(-0.00509988, dtype=float32), 'training/policy_loss': Array(-0.01965451, dtype=float32), 'training/total_loss': Array(-0.00082416, dtype=float32), 'training/v_loss': Array(0.02393024, dtype=float32), 'eval/episode_distance_from_origin': Array(3157.0508, dtype=float32), 'eval/episode_distance_reward': Array(0.60457665, dtype=float32), 'eval/episode_forward_reward': Array(100.76278, dtype=float32), 'eval/episode_reward': Array(-109.40407, dtype=float32), 'eval/episode_reward_alive': Array(2.0351562, dtype=float32), 'eval/episode_reward_linvel': Array(100.76278, dtype=float32), 'eval/episode_reward_quadctrl': Array(-212.80658, dtype=float32), 'eval/episode_x_position': Array(3136.0876, dtype=float32), 'eval/episode_x_velocity': Array(20.152554, dtype=float32), 'eval/episode_y_position': Array(1.6758246, dtype=float32), 'eval/episode_y_velocity': Array(-1.6064665, dtype=float32), 'eval/episode_distance_from_origin_std': Array(53.605904, dtype=float32), 'eval/episode_distance_reward_std': Array(0.33467916, dtype=float32), 'eval/episode_forward_reward_std': Array(55.779858, dtype=float32), 'eval/episode_reward_std': Array(56.93495, dtype=float32), 'eval/episode_reward_alive_std': Array(4.043795, dtype=float32), 'eval/episode_reward_linvel_std': Array(55.779858, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(2.27003, dtype=float32), 'eval/episode_x_position_std': Array(53.56466, dtype=float32), 'eval/episode_x_velocity_std': Array(11.155969, dtype=float32), 'eval/episode_y_position_std': Array(96.89512, dtype=float32), 'eval/episode_y_velocity_std': Array(18.232498, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.40592074394226, 'eval/sps': 938.3756900133269, 'num_steps': 81920}
{'eval/walltime': 35384.503121852875, 'training/sps': 2953.6392588203616, 'training/walltime': 7207.652929067612, 'training/entropy_loss': Array(0.01036558, dtype=float32), 'training/policy_loss': Array(0.00361729, dtype=float32), 'training/total_loss': Array(0.10275203, dtype=float32), 'training/v_loss': Array(0.08876916, dtype=float32), 'eval/episode_distance_from_origin': Array(4002.5925, dtype=float32), 'eval/episode_distance_reward': Array(5.72252, dtype=float32), 'eval/episode_forward_reward': Array(953.75244, dtype=float32), 'eval/episode_reward': Array(1113.8276, dtype=float32), 'eval/episode_reward_alive': Array(438.97266, dtype=float32), 'eval/episode_reward_linvel': Array(953.75244, dtype=float32), 'eval/episode_reward_quadctrl': Array(-284.6203, dtype=float32), 'eval/episode_x_position': Array(3957.3975, dtype=float32), 'eval/episode_x_velocity': Array(190.75046, dtype=float32), 'eval/episode_y_position': Array(-280.44778, dtype=float32), 'eval/episode_y_velocity': Array(-60.56119, dtype=float32), 'eval/episode_distance_from_origin_std': Array(251.12268, dtype=float32), 'eval/episode_distance_reward_std': Array(1.8529016, dtype=float32), 'eval/episode_forward_reward_std': Array(308.81607, dtype=float32), 'eval/episode_reward_std': Array(308.3551, dtype=float32), 'eval/episode_reward_alive_std': Array(77.56117, dtype=float32), 'eval/episode_reward_linvel_std': Array(308.81607, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(33.35046, dtype=float32), 'eval/episode_x_position_std': Array(246.87471, dtype=float32), 'eval/episode_x_velocity_std': Array(61.76319, dtype=float32), 'eval/episode_y_position_std': Array(158.54007, dtype=float32), 'eval/episode_y_velocity_std': Array(36.82267, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.3942835330963, 'eval/sps': 938.4557525751479, 'num_steps': 21135360}
{'eval/walltime': 35520.87866663933, 'training/sps': 2958.002973969221, 'training/walltime': 7235.347289323807, 'training/entropy_loss': Array(0.00387421, dtype=float32), 'training/policy_loss': Array(-0.00032033, dtype=float32), 'training/total_loss': Array(0.02255899, dtype=float32), 'training/v_loss': Array(0.01900511, dtype=float32), 'eval/episode_distance_from_origin': Array(3991.1035, dtype=float32), 'eval/episode_distance_reward': Array(5.694281, dtype=float32), 'eval/episode_forward_reward': Array(949.04553, dtype=float32), 'eval/episode_reward': Array(1105.3594, dtype=float32), 'eval/episode_reward_alive': Array(435.90234, dtype=float32), 'eval/episode_reward_linvel': Array(949.04553, dtype=float32), 'eval/episode_reward_quadctrl': Array(-285.2827, dtype=float32), 'eval/episode_x_position': Array(3947.601, dtype=float32), 'eval/episode_x_velocity': Array(189.80913, dtype=float32), 'eval/episode_y_position': Array(-247.71976, dtype=float32), 'eval/episode_y_velocity': Array(-52.90674, dtype=float32), 'eval/episode_distance_from_origin_std': Array(315.41077, dtype=float32), 'eval/episode_distance_reward_std': Array(2.4839869, dtype=float32), 'eval/episode_forward_reward_std': Array(413.99576, dtype=float32), 'eval/episode_reward_std': Array(422.02475, dtype=float32), 'eval/episode_reward_alive_std': Array(78.66804, dtype=float32), 'eval/episode_reward_linvel_std': Array(413.99576, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(46.556595, dtype=float32), 'eval/episode_x_position_std': Array(311.35715, dtype=float32), 'eval/episode_x_velocity_std': Array(82.79918, dtype=float32), 'eval/episode_y_position_std': Array(176.23056, dtype=float32), 'eval/episode_y_velocity_std': Array(39.037403, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.37554478645325, 'eval/sps': 938.5847015345142, 'num_steps': 21217280}
{'eval/walltime': 35657.30103611946, 'training/sps': 2956.427720152333, 'training/walltime': 7263.0564057827, 'training/entropy_loss': Array(0.00256253, dtype=float32), 'training/policy_loss': Array(-0.00327495, dtype=float32), 'training/total_loss': Array(0.00455412, dtype=float32), 'training/v_loss': Array(0.00526654, dtype=float32), 'eval/episode_distance_from_origin': Array(4022.8638, dtype=float32), 'eval/episode_distance_reward': Array(5.93888, dtype=float32), 'eval/episode_forward_reward': Array(989.812, dtype=float32), 'eval/episode_reward': Array(1155.4929, dtype=float32), 'eval/episode_reward_alive': Array(435.19922, dtype=float32), 'eval/episode_reward_linvel': Array(989.812, dtype=float32), 'eval/episode_reward_quadctrl': Array(-275.45718, dtype=float32), 'eval/episode_x_position': Array(3980.4248, dtype=float32), 'eval/episode_x_velocity': Array(197.9624, dtype=float32), 'eval/episode_y_position': Array(-235.4434, dtype=float32), 'eval/episode_y_velocity': Array(-51.118256, dtype=float32), 'eval/episode_distance_from_origin_std': Array(308.87128, dtype=float32), 'eval/episode_distance_reward_std': Array(2.4468572, dtype=float32), 'eval/episode_forward_reward_std': Array(407.80737, dtype=float32), 'eval/episode_reward_std': Array(405.7052, dtype=float32), 'eval/episode_reward_alive_std': Array(84.715454, dtype=float32), 'eval/episode_reward_linvel_std': Array(407.80737, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(32.595623, dtype=float32), 'eval/episode_x_position_std': Array(306.17795, dtype=float32), 'eval/episode_x_velocity_std': Array(81.56149, dtype=float32), 'eval/episode_y_position_std': Array(172.36713, dtype=float32), 'eval/episode_y_velocity_std': Array(39.368233, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.42236948013306, 'eval/sps': 938.2625480540448, 'num_steps': 21299200}
{'eval/walltime': 35793.656279563904, 'training/sps': 2969.1495895050307, 'training/walltime': 7290.646797418594, 'training/entropy_loss': Array(0.00229218, dtype=float32), 'training/policy_loss': Array(-0.00469604, dtype=float32), 'training/total_loss': Array(-3.8886268e-05, dtype=float32), 'training/v_loss': Array(0.00236498, dtype=float32), 'eval/episode_distance_from_origin': Array(3974.803, dtype=float32), 'eval/episode_distance_reward': Array(5.7700768, dtype=float32), 'eval/episode_forward_reward': Array(961.6786, dtype=float32), 'eval/episode_reward': Array(1125.5901, dtype=float32), 'eval/episode_reward_alive': Array(435.3203, dtype=float32), 'eval/episode_reward_linvel': Array(961.6786, dtype=float32), 'eval/episode_reward_quadctrl': Array(-277.17883, dtype=float32), 'eval/episode_x_position': Array(3934.7183, dtype=float32), 'eval/episode_x_velocity': Array(192.33572, dtype=float32), 'eval/episode_y_position': Array(-185.97818, dtype=float32), 'eval/episode_y_velocity': Array(-40.326126, dtype=float32), 'eval/episode_distance_from_origin_std': Array(300.29733, dtype=float32), 'eval/episode_distance_reward_std': Array(2.7554603, dtype=float32), 'eval/episode_forward_reward_std': Array(459.24182, dtype=float32), 'eval/episode_reward_std': Array(459.39957, dtype=float32), 'eval/episode_reward_alive_std': Array(86.53137, dtype=float32), 'eval/episode_reward_linvel_std': Array(459.24182, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(33.901085, dtype=float32), 'eval/episode_x_position_std': Array(296.11307, dtype=float32), 'eval/episode_x_velocity_std': Array(91.84833, dtype=float32), 'eval/episode_y_position_std': Array(170.74321, dtype=float32), 'eval/episode_y_velocity_std': Array(43.366837, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.35524344444275, 'eval/sps': 938.7244433482526, 'num_steps': 21381120}
{'eval/walltime': 35930.26377129555, 'training/sps': 2960.505110821959, 'training/walltime': 7318.317751169205, 'training/entropy_loss': Array(0.00216444, dtype=float32), 'training/policy_loss': Array(-0.01401642, dtype=float32), 'training/total_loss': Array(-0.01090223, dtype=float32), 'training/v_loss': Array(0.00094975, dtype=float32), 'eval/episode_distance_from_origin': Array(3905.2192, dtype=float32), 'eval/episode_distance_reward': Array(5.2361026, dtype=float32), 'eval/episode_forward_reward': Array(872.68384, dtype=float32), 'eval/episode_reward': Array(1060.1987, dtype=float32), 'eval/episode_reward_alive': Array(450.6289, dtype=float32), 'eval/episode_reward_linvel': Array(872.68384, dtype=float32), 'eval/episode_reward_quadctrl': Array(-268.35007, dtype=float32), 'eval/episode_x_position': Array(3868.558, dtype=float32), 'eval/episode_x_velocity': Array(174.53671, dtype=float32), 'eval/episode_y_position': Array(-128.48477, dtype=float32), 'eval/episode_y_velocity': Array(-28.045343, dtype=float32), 'eval/episode_distance_from_origin_std': Array(200.92416, dtype=float32), 'eval/episode_distance_reward_std': Array(1.8769891, dtype=float32), 'eval/episode_forward_reward_std': Array(312.83078, dtype=float32), 'eval/episode_reward_std': Array(310.89276, dtype=float32), 'eval/episode_reward_alive_std': Array(68.44743, dtype=float32), 'eval/episode_reward_linvel_std': Array(312.83078, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(30.017788, dtype=float32), 'eval/episode_x_position_std': Array(199.75876, dtype=float32), 'eval/episode_x_velocity_std': Array(62.566116, dtype=float32), 'eval/episode_y_position_std': Array(135.42737, dtype=float32), 'eval/episode_y_velocity_std': Array(32.198334, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.60749173164368, 'eval/sps': 936.9910711152465, 'num_steps': 21463040}
{'eval/walltime': 36066.63381195068, 'training/sps': 2965.826151925377, 'training/walltime': 7345.939059972763, 'training/entropy_loss': Array(0.00443859, dtype=float32), 'training/policy_loss': Array(-0.00560205, dtype=float32), 'training/total_loss': Array(0.01234754, dtype=float32), 'training/v_loss': Array(0.01351101, dtype=float32), 'eval/episode_distance_from_origin': Array(3986.5464, dtype=float32), 'eval/episode_distance_reward': Array(5.5690923, dtype=float32), 'eval/episode_forward_reward': Array(928.18176, dtype=float32), 'eval/episode_reward': Array(1127.6825, dtype=float32), 'eval/episode_reward_alive': Array(456.16016, dtype=float32), 'eval/episode_reward_linvel': Array(928.18176, dtype=float32), 'eval/episode_reward_quadctrl': Array(-262.2285, dtype=float32), 'eval/episode_x_position': Array(3947.9644, dtype=float32), 'eval/episode_x_velocity': Array(185.63635, dtype=float32), 'eval/episode_y_position': Array(-193.40411, dtype=float32), 'eval/episode_y_velocity': Array(-40.67973, dtype=float32), 'eval/episode_distance_from_origin_std': Array(268.34122, dtype=float32), 'eval/episode_distance_reward_std': Array(1.9846903, dtype=float32), 'eval/episode_forward_reward_std': Array(330.78027, dtype=float32), 'eval/episode_reward_std': Array(330.541, dtype=float32), 'eval/episode_reward_alive_std': Array(60.97745, dtype=float32), 'eval/episode_reward_linvel_std': Array(330.78027, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(27.185453, dtype=float32), 'eval/episode_x_position_std': Array(265.80014, dtype=float32), 'eval/episode_x_velocity_std': Array(66.15607, dtype=float32), 'eval/episode_y_position_std': Array(136.96745, dtype=float32), 'eval/episode_y_velocity_std': Array(28.475952, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.3700406551361, 'eval/sps': 938.6225844406473, 'num_steps': 21544960}
{'eval/walltime': 36203.24193882942, 'training/sps': 2961.1298137222298, 'training/walltime': 7373.604176044464, 'training/entropy_loss': Array(0.01099239, dtype=float32), 'training/policy_loss': Array(0.00552574, dtype=float32), 'training/total_loss': Array(0.10823236, dtype=float32), 'training/v_loss': Array(0.09171423, dtype=float32), 'eval/episode_distance_from_origin': Array(4105.9316, dtype=float32), 'eval/episode_distance_reward': Array(6.4858427, dtype=float32), 'eval/episode_forward_reward': Array(1080.9725, dtype=float32), 'eval/episode_reward': Array(1266.1305, dtype=float32), 'eval/episode_reward_alive': Array(442.88672, dtype=float32), 'eval/episode_reward_linvel': Array(1080.9725, dtype=float32), 'eval/episode_reward_quadctrl': Array(-264.21454, dtype=float32), 'eval/episode_x_position': Array(4066.3003, dtype=float32), 'eval/episode_x_velocity': Array(216.19449, dtype=float32), 'eval/episode_y_position': Array(-206.24872, dtype=float32), 'eval/episode_y_velocity': Array(-46.710426, dtype=float32), 'eval/episode_distance_from_origin_std': Array(377.37503, dtype=float32), 'eval/episode_distance_reward_std': Array(3.0514789, dtype=float32), 'eval/episode_forward_reward_std': Array(508.57687, dtype=float32), 'eval/episode_reward_std': Array(491.6138, dtype=float32), 'eval/episode_reward_alive_std': Array(75.90751, dtype=float32), 'eval/episode_reward_linvel_std': Array(508.57687, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(33.351166, dtype=float32), 'eval/episode_x_position_std': Array(372.31964, dtype=float32), 'eval/episode_x_velocity_std': Array(101.71534, dtype=float32), 'eval/episode_y_position_std': Array(162.78548, dtype=float32), 'eval/episode_y_velocity_std': Array(39.18807, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.6081268787384, 'eval/sps': 936.9867146602522, 'num_steps': 21626880}
{'eval/walltime': 36339.61558556557, 'training/sps': 2966.424546794046, 'training/walltime': 7401.219913005829, 'training/entropy_loss': Array(0.00419355, dtype=float32), 'training/policy_loss': Array(0.00088991, dtype=float32), 'training/total_loss': Array(0.03141288, dtype=float32), 'training/v_loss': Array(0.02632941, dtype=float32), 'eval/episode_distance_from_origin': Array(4019.0525, dtype=float32), 'eval/episode_distance_reward': Array(5.928868, dtype=float32), 'eval/episode_forward_reward': Array(988.1439, dtype=float32), 'eval/episode_reward': Array(1191.823, dtype=float32), 'eval/episode_reward_alive': Array(460.78906, dtype=float32), 'eval/episode_reward_linvel': Array(988.1439, dtype=float32), 'eval/episode_reward_quadctrl': Array(-263.0388, dtype=float32), 'eval/episode_x_position': Array(3979.0786, dtype=float32), 'eval/episode_x_velocity': Array(197.62875, dtype=float32), 'eval/episode_y_position': Array(-193.35632, dtype=float32), 'eval/episode_y_velocity': Array(-42.924137, dtype=float32), 'eval/episode_distance_from_origin_std': Array(321.8553, dtype=float32), 'eval/episode_distance_reward_std': Array(2.7861605, dtype=float32), 'eval/episode_forward_reward_std': Array(464.35782, dtype=float32), 'eval/episode_reward_std': Array(436.4449, dtype=float32), 'eval/episode_reward_alive_std': Array(61.705055, dtype=float32), 'eval/episode_reward_linvel_std': Array(464.35782, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(33.314598, dtype=float32), 'eval/episode_x_position_std': Array(316.07047, dtype=float32), 'eval/episode_x_velocity_std': Array(92.87152, dtype=float32), 'eval/episode_y_position_std': Array(174.3019, dtype=float32), 'eval/episode_y_velocity_std': Array(40.404026, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.37364673614502, 'eval/sps': 938.5977647694184, 'num_steps': 21708800}
{'eval/walltime': 36476.21867728233, 'training/sps': 2961.4315565723405, 'training/walltime': 7428.882210254669, 'training/entropy_loss': Array(0.00274509, dtype=float32), 'training/policy_loss': Array(0.00592896, dtype=float32), 'training/total_loss': Array(0.01771904, dtype=float32), 'training/v_loss': Array(0.00904498, dtype=float32), 'eval/episode_distance_from_origin': Array(4036.0083, dtype=float32), 'eval/episode_distance_reward': Array(6.1310916, dtype=float32), 'eval/episode_forward_reward': Array(1021.8481, dtype=float32), 'eval/episode_reward': Array(1233.9988, dtype=float32), 'eval/episode_reward_alive': Array(468., dtype=float32), 'eval/episode_reward_linvel': Array(1021.8481, dtype=float32), 'eval/episode_reward_quadctrl': Array(-261.98026, dtype=float32), 'eval/episode_x_position': Array(3996.1167, dtype=float32), 'eval/episode_x_velocity': Array(204.36957, dtype=float32), 'eval/episode_y_position': Array(-181.48843, dtype=float32), 'eval/episode_y_velocity': Array(-41.3042, dtype=float32), 'eval/episode_distance_from_origin_std': Array(326.81042, dtype=float32), 'eval/episode_distance_reward_std': Array(2.9787464, dtype=float32), 'eval/episode_forward_reward_std': Array(496.45578, dtype=float32), 'eval/episode_reward_std': Array(467.61588, dtype=float32), 'eval/episode_reward_alive_std': Array(25.845997, dtype=float32), 'eval/episode_reward_linvel_std': Array(496.45578, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(34.819336, dtype=float32), 'eval/episode_x_position_std': Array(321.83075, dtype=float32), 'eval/episode_x_velocity_std': Array(99.29113, dtype=float32), 'eval/episode_y_position_std': Array(172.7358, dtype=float32), 'eval/episode_y_velocity_std': Array(44.09331, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.60309171676636, 'eval/sps': 937.0212517985752, 'num_steps': 21790720}
{'eval/walltime': 36612.52976560593, 'training/sps': 2949.584847321295, 'training/walltime': 7456.655610322952, 'training/entropy_loss': Array(0.00254024, dtype=float32), 'training/policy_loss': Array(-0.00214672, dtype=float32), 'training/total_loss': Array(0.00387491, dtype=float32), 'training/v_loss': Array(0.00348139, dtype=float32), 'eval/episode_distance_from_origin': Array(3993.2231, dtype=float32), 'eval/episode_distance_reward': Array(5.9644566, dtype=float32), 'eval/episode_forward_reward': Array(994.07556, dtype=float32), 'eval/episode_reward': Array(1202.6256, dtype=float32), 'eval/episode_reward_alive': Array(469.48047, dtype=float32), 'eval/episode_reward_linvel': Array(994.07556, dtype=float32), 'eval/episode_reward_quadctrl': Array(-266.89496, dtype=float32), 'eval/episode_x_position': Array(3954.814, dtype=float32), 'eval/episode_x_velocity': Array(198.8151, dtype=float32), 'eval/episode_y_position': Array(-128.6766, dtype=float32), 'eval/episode_y_velocity': Array(-33.171688, dtype=float32), 'eval/episode_distance_from_origin_std': Array(335.14648, dtype=float32), 'eval/episode_distance_reward_std': Array(3.2752213, dtype=float32), 'eval/episode_forward_reward_std': Array(545.8679, dtype=float32), 'eval/episode_reward_std': Array(516.9894, dtype=float32), 'eval/episode_reward_alive_std': Array(41.404133, dtype=float32), 'eval/episode_reward_linvel_std': Array(545.8679, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(55.69952, dtype=float32), 'eval/episode_x_position_std': Array(332.41833, dtype=float32), 'eval/episode_x_velocity_std': Array(109.17359, dtype=float32), 'eval/episode_y_position_std': Array(180.25945, dtype=float32), 'eval/episode_y_velocity_std': Array(47.95918, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.31108832359314, 'eval/sps': 939.0285234619859, 'num_steps': 21872640}
{'eval/walltime': 36749.05903315544, 'training/sps': 2951.7748199268344, 'training/walltime': 7484.408404827118, 'training/entropy_loss': Array(0.00246743, dtype=float32), 'training/policy_loss': Array(-0.01282364, dtype=float32), 'training/total_loss': Array(-0.00867389, dtype=float32), 'training/v_loss': Array(0.00168231, dtype=float32), 'eval/episode_distance_from_origin': Array(4008.729, dtype=float32), 'eval/episode_distance_reward': Array(6.0807223, dtype=float32), 'eval/episode_forward_reward': Array(1013.45294, dtype=float32), 'eval/episode_reward': Array(1230.713, dtype=float32), 'eval/episode_reward_alive': Array(471.01953, dtype=float32), 'eval/episode_reward_linvel': Array(1013.45294, dtype=float32), 'eval/episode_reward_quadctrl': Array(-259.84027, dtype=float32), 'eval/episode_x_position': Array(3970.6519, dtype=float32), 'eval/episode_x_velocity': Array(202.69061, dtype=float32), 'eval/episode_y_position': Array(-112.00838, dtype=float32), 'eval/episode_y_velocity': Array(-28.061665, dtype=float32), 'eval/episode_distance_from_origin_std': Array(408.62802, dtype=float32), 'eval/episode_distance_reward_std': Array(3.5701854, dtype=float32), 'eval/episode_forward_reward_std': Array(595.0269, dtype=float32), 'eval/episode_reward_std': Array(558.13367, dtype=float32), 'eval/episode_reward_alive_std': Array(24.777401, dtype=float32), 'eval/episode_reward_linvel_std': Array(595.0269, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(36.89617, dtype=float32), 'eval/episode_x_position_std': Array(403.62094, dtype=float32), 'eval/episode_x_velocity_std': Array(119.00541, dtype=float32), 'eval/episode_y_position_std': Array(184.75276, dtype=float32), 'eval/episode_y_velocity_std': Array(47.026676, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.52926754951477, 'eval/sps': 937.5279183533195, 'num_steps': 21954560}
{'eval/walltime': 36885.55660510063, 'training/sps': 2958.959068853616, 'training/walltime': 7512.093816518784, 'training/entropy_loss': Array(0.00265845, dtype=float32), 'training/policy_loss': Array(-0.0080647, dtype=float32), 'training/total_loss': Array(0.00570226, dtype=float32), 'training/v_loss': Array(0.0111085, dtype=float32), 'eval/episode_distance_from_origin': Array(4140.0166, dtype=float32), 'eval/episode_distance_reward': Array(7.3750057, dtype=float32), 'eval/episode_forward_reward': Array(1229.166, dtype=float32), 'eval/episode_reward': Array(1431.13, dtype=float32), 'eval/episode_reward_alive': Array(460.54688, dtype=float32), 'eval/episode_reward_linvel': Array(1229.166, dtype=float32), 'eval/episode_reward_quadctrl': Array(-265.95767, dtype=float32), 'eval/episode_x_position': Array(4100.658, dtype=float32), 'eval/episode_x_velocity': Array(245.83319, dtype=float32), 'eval/episode_y_position': Array(-140.9316, dtype=float32), 'eval/episode_y_velocity': Array(-38.09175, dtype=float32), 'eval/episode_distance_from_origin_std': Array(415.314, dtype=float32), 'eval/episode_distance_reward_std': Array(4.2723126, dtype=float32), 'eval/episode_forward_reward_std': Array(712.04767, dtype=float32), 'eval/episode_reward_std': Array(660.8873, dtype=float32), 'eval/episode_reward_alive_std': Array(50.039803, dtype=float32), 'eval/episode_reward_linvel_std': Array(712.04767, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(45.17954, dtype=float32), 'eval/episode_x_position_std': Array(412.358, dtype=float32), 'eval/episode_x_velocity_std': Array(142.4095, dtype=float32), 'eval/episode_y_position_std': Array(196.49556, dtype=float32), 'eval/episode_y_velocity_std': Array(55.248486, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.49757194519043, 'eval/sps': 937.7456182985983, 'num_steps': 22036480}
{'eval/walltime': 37022.074180841446, 'training/sps': 2950.6514783215675, 'training/walltime': 7539.857176780701, 'training/entropy_loss': Array(0.01083214, dtype=float32), 'training/policy_loss': Array(0.00359151, dtype=float32), 'training/total_loss': Array(0.10653748, dtype=float32), 'training/v_loss': Array(0.09211382, dtype=float32), 'eval/episode_distance_from_origin': Array(4341.248, dtype=float32), 'eval/episode_distance_reward': Array(8.82337, dtype=float32), 'eval/episode_forward_reward': Array(1470.5585, dtype=float32), 'eval/episode_reward': Array(1653.7043, dtype=float32), 'eval/episode_reward_alive': Array(451.80078, dtype=float32), 'eval/episode_reward_linvel': Array(1470.5585, dtype=float32), 'eval/episode_reward_quadctrl': Array(-277.47833, dtype=float32), 'eval/episode_x_position': Array(4301.3564, dtype=float32), 'eval/episode_x_velocity': Array(294.1117, dtype=float32), 'eval/episode_y_position': Array(-188.69572, dtype=float32), 'eval/episode_y_velocity': Array(-52.144615, dtype=float32), 'eval/episode_distance_from_origin_std': Array(520.2783, dtype=float32), 'eval/episode_distance_reward_std': Array(4.7013984, dtype=float32), 'eval/episode_forward_reward_std': Array(783.5614, dtype=float32), 'eval/episode_reward_std': Array(723.88855, dtype=float32), 'eval/episode_reward_alive_std': Array(49.40538, dtype=float32), 'eval/episode_reward_linvel_std': Array(783.5614, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(52.87596, dtype=float32), 'eval/episode_x_position_std': Array(515.86487, dtype=float32), 'eval/episode_x_velocity_std': Array(156.71234, dtype=float32), 'eval/episode_y_position_std': Array(200.031, dtype=float32), 'eval/episode_y_velocity_std': Array(55.92213, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.5175757408142, 'eval/sps': 937.6082112900593, 'num_steps': 22118400}
